1.00094	512	0	1
1.00194	512	1	1.00007
1.00194	512	2	1.00014
1.00194	512	3	1.00022
1.00194	512	4	1.00029
1.00194	512	5	1.00036
1.00194	512	6	1.00043
1.00194	512	7	1.0005
1.00194	512	8	1.00057
1.00194	512	9	1.00065
1.00194	512	10	1.00072
1.00194	512	11	1.00079
1.00194	512	12	1.00086
1.00194	512	13	1.00093
1.00231	512	14	1.001
1.00231	512	15	1.00108
1.00231	512	16	1.00115
1.00231	512	17	1.00122
1.00231	512	18	1.00129
1.00231	512	19	1.00136
1.00231	512	20	1.00144
1.00231	512	21	1.00151
1.00231	512	22	1.00158
1.00231	512	23	1.00165
1.00231	512	24	1.00172
1.00231	512	25	1.00179
1.00231	512	26	1.00187
1.00231	512	27	1.00194
1.00236	512	28	1.00201
1.00236	512	29	1.00208
1.00236	512	30	1.00215
1.00236	512	31	1.00222
1.00236	512	32	1.0023
1.00288	512	33	1.00237
1.00288	512	34	1.00244
1.00288	512	35	1.00251
1.00288	512	36	1.00258
1.00288	512	37	1.00266
1.00288	512	38	1.00273
1.00288	512	39	1.0028
1.00324	512	40	1.00287
1.00324	512	41	1.00294
1.00324	512	42	1.00301
1.00324	512	43	1.00309
1.00324	512	44	1.00316
1.00334	512	45	1.00323
1.00334	512	46	1.0033
1.00388	512	47	1.00337
1.00388	512	48	1.00344
1.00388	512	49	1.00352
1.00388	512	50	1.00359
1.00388	512	51	1.00366
1.00388	512	52	1.00373
1.00388	512	53	1.0038
1.00424	512	54	1.00388
1.00424	512	55	1.00395
1.00424	512	56	1.00402
1.00424	512	57	1.00409
1.00424	512	58	1.00416
1.00434	512	59	1.00423
1.00434	512	60	1.00431
1.00488	512	61	1.00438
1.00488	512	62	1.00445
1.00488	512	63	1.00452
1.00488	512	64	1.00459
1.00488	512	65	1.00466
1.00488	512	66	1.00474
1.00488	512	67	1.00481
1.00524	512	68	1.00488
1.00524	512	69	1.00495
1.00524	512	70	1.00502
1.00524	512	71	1.0051
1.00524	512	72	1.00517
1.00534	512	73	1.00524
1.00534	512	74	1.00531
1.00587	512	75	1.00538
1.00587	512	76	1.00545
1.00587	512	77	1.00553
1.00587	512	78	1.0056
1.00587	512	79	1.00567
1.00587	512	80	1.00574
1.00625	512	81	1.00581
1.00625	512	82	1.00588
1.00625	512	83	1.00596
1.00625	512	84	1.00603
1.00625	512	85	1.0061
1.00625	512	86	1.00617
1.00633	512	87	1.00624
1.00688	512	88	1.00632
1.00688	512	89	1.00639
1.00688	512	90	1.00646
1.00688	512	91	1.00653
1.00688	512	92	1.0066
1.00688	512	93	1.00667
1.00688	512	94	1.00675
1.00725	512	95	1.00682
1.00725	512	96	1.00689
1.00725	512	97	1.00696
1.00725	512	98	1.00703
1.00725	512	99	1.0071
1.00725	512	100	1.00718
1.00733	512	101	1.00725
1.00788	512	102	1.00732
1.00788	512	103	1.00739
1.00788	512	104	1.00746
1.00788	512	105	1.00754
1.00788	512	106	1.00761
1.00788	512	107	1.00768
1.00788	512	108	1.00775
1.00825	512	109	1.00782
1.00825	512	110	1.00789
1.00825	512	111	1.00797
1.00825	512	112	1.00804
1.00825	512	113	1.00811
1.00825	512	114	1.00818
1.00833	512	115	1.00825
1.00888	512	116	1.00832
1.00888	512	117	1.0084
1.00888	512	118	1.00847
1.00888	512	119	1.00854
1.00888	512	120	1.00861
1.00888	512	121	1.00868
1.00888	512	122	1.00875
1.00924	512	123	1.00883
1.00924	512	124	1.0089
1.00924	512	125	1.00897
1.00924	512	126	1.00904
1.00924	512	127	1.00911
1.00934	512	128	1.00919
1.00934	512	129	1.00926
1.00988	512	130	1.00933
1.00988	512	131	1.0094
1.00988	512	132	1.00947
1.00988	512	133	1.00954
1.00988	512	134	1.00962
1.00988	512	135	1.00969
1.00988	512	136	1.00976
1.01024	512	137	1.00983
1.01024	512	138	1.0099
1.01024	512	139	1.00997
1.01024	512	140	1.01005
1.01024	512	141	1.01012
1.01034	512	142	1.01019
1.01034	512	143	1.01026
1.01088	512	144	1.01033
1.01088	512	145	1.01041
1.01088	512	146	1.01048
1.01088	512	147	1.01055
1.01088	512	148	1.01062
1.01088	512	149	1.01069
1.01088	512	150	1.01076
1.01124	512	151	1.01084
1.01124	512	152	1.01091
1.01124	512	153	1.01098
1.01124	512	154	1.01105
1.01124	512	155	1.01112
1.01134	512	156	1.01119
1.01134	512	157	1.01127
1.01188	512	158	1.01134
1.01188	512	159	1.01141
1.01188	512	160	1.01148
1.01188	512	161	1.01155
1.01188	512	162	1.01163
1.01188	512	163	1.0117
1.01188	512	164	1.01177
1.01224	512	165	1.01184
1.01224	512	166	1.01191
1.01224	512	167	1.01198
1.01224	512	168	1.01206
1.01224	512	169	1.01213
1.01234	512	170	1.0122
1.01234	512	171	1.01227
1.01288	512	172	1.01234
1.01288	512	173	1.01241
1.01288	512	174	1.01249
1.01288	512	175	1.01256
1.01288	512	176	1.01263
1.01288	512	177	1.0127
1.01288	512	178	1.01277
1.01324	512	179	1.01285
1.01324	512	180	1.01292
1.01324	512	181	1.01299
1.01324	512	182	1.01306
1.01324	512	183	1.01313
1.01334	512	184	1.0132
1.01334	512	185	1.01328
1.01388	512	186	1.01335
1.01388	512	187	1.01342
1.01388	512	188	1.01349
1.01388	512	189	1.01356
1.01388	512	190	1.01363
1.01388	512	191	1.01371
1.01388	512	192	1.01378
1.01424	512	193	1.01385
1.01424	512	194	1.01392
1.01424	512	195	1.01399
1.01424	512	196	1.01407
1.01424	512	197	1.01414
1.01434	512	198	1.01421
1.01434	512	199	1.01428
1.01488	512	200	1.01435
1.01488	512	201	1.01442
1.01488	512	202	1.0145
1.01488	512	203	1.01457
1.01488	512	204	1.01464
1.01488	512	205	1.01471
1.01488	512	206	1.01478
1.01524	512	207	1.01485
1.01524	512	208	1.01493
1.01524	512	209	1.015
1.01524	512	210	1.01507
1.01524	512	211	1.01514
1.01534	512	212	1.01521
1.01534	512	213	1.01529
1.01588	512	214	1.01536
1.01588	512	215	1.01543
1.01588	512	216	1.0155
1.01588	512	217	1.01557
1.01588	512	218	1.01564
1.01588	512	219	1.01572
1.01588	512	220	1.01579
1.01624	512	221	1.01586
1.01624	512	222	1.01593
1.01624	512	223	1.016
1.01624	512	224	1.01607
1.01624	512	225	1.01615
1.01634	512	226	1.01622
1.01634	512	227	1.01629
1.01688	512	228	1.01636
1.01688	512	229	1.01643
1.01688	512	230	1.01651
1.01688	512	231	1.01658
1.01688	512	232	1.01665
1.01688	512	233	1.01672
1.01688	512	234	1.01679
1.01724	512	235	1.01686
1.01724	512	236	1.01694
1.01724	512	237	1.01701
1.01724	512	238	1.01708
1.01724	512	239	1.01715
1.01734	512	240	1.01722
1.01734	512	241	1.01729
1.01788	512	242	1.01737
1.01788	512	243	1.01744
1.01788	512	244	1.01751
1.01788	512	245	1.01758
1.01788	512	246	1.01765
1.01788	512	247	1.01773
1.01788	512	248	1.0178
1.01824	512	249	1.01787
1.01824	512	250	1.01794
1.01824	512	251	1.01801
1.01824	512	252	1.01808
1.01824	512	253	1.01816
1.01834	512	254	1.01823
1.01834	512	255	1.0183
1.01888	512	256	1.01837
1.01888	512	257	1.01844
1.01888	512	258	1.01851
1.01888	512	259	1.01859
1.01888	512	260	1.01866
1.01888	512	261	1.01873
1.01888	512	262	1.0188
1.01924	512	263	1.01887
1.01924	512	264	1.01895
1.01924	512	265	1.01902
1.01924	512	266	1.01909
1.01924	512	267	1.01916
1.01934	512	268	1.01923
1.01934	512	269	1.0193
1.01988	512	270	1.01938
1.01988	512	271	1.01945
1.01988	512	272	1.01952
1.01988	512	273	1.01959
1.01988	512	274	1.01966
1.01988	512	275	1.01973
1.01988	512	276	1.01981
1.02024	512	277	1.01988
1.02024	512	278	1.01995
1.02024	512	279	1.02002
1.02024	512	280	1.02009
1.02024	512	281	1.02017
1.02034	512	282	1.02024
1.02034	512	283	1.02031
1.02087	512	284	1.02038
1.02087	512	285	1.02045
1.02087	512	286	1.02052
1.02087	512	287	1.0206
1.02087	512	288	1.02067
1.02087	512	289	1.02074
1.02125	512	290	1.02081
1.02125	512	291	1.02088
1.02125	512	292	1.02095
1.02125	512	293	1.02103
1.02125	512	294	1.0211
1.02125	512	295	1.02117
1.02133	512	296	1.02124
1.02188	512	297	1.02131
1.02188	512	298	1.02139
1.02188	512	299	1.02146
1.02188	512	300	1.02153
1.02188	512	301	1.0216
1.02188	512	302	1.02167
1.02188	512	303	1.02174
1.02225	512	304	1.02182
1.02225	512	305	1.02189
1.02225	512	306	1.02196
1.02225	512	307	1.02203
1.02225	512	308	1.0221
1.02225	512	309	1.02217
1.02233	512	310	1.02225
1.02288	512	311	1.02232
1.02288	512	312	1.02239
1.02288	512	313	1.02246
1.02288	512	314	1.02253
1.02288	512	315	1.02261
1.02288	512	316	1.02268
1.02288	512	317	1.02275
1.02325	512	318	1.02282
1.02325	512	319	1.02289
1.02325	512	320	1.02296
1.02325	512	321	1.02304
1.02325	512	322	1.02311
1.02325	512	323	1.02318
1.02333	512	324	1.02325
1.02388	512	325	1.02332
1.02388	512	326	1.02339
1.02388	512	327	1.02347
1.02388	512	328	1.02354
1.02388	512	329	1.02361
1.02388	512	330	1.02368
1.02388	512	331	1.02375
1.02425	512	332	1.02382
1.02425	512	333	1.0239
1.02425	512	334	1.02397
1.02425	512	335	1.02404
1.02425	512	336	1.02411
1.02425	512	337	1.02418
1.02433	512	338	1.02426
1.02488	512	339	1.02433
1.02488	512	340	1.0244
1.02488	512	341	1.02447
1.02488	512	342	1.02454
1.02488	512	343	1.02461
1.02488	512	344	1.02469
1.02488	512	345	1.02476
1.02524	512	346	1.02483
1.02524	512	347	1.0249
1.02524	512	348	1.02497
1.02524	512	349	1.02504
1.02524	512	350	1.02512
1.02534	512	351	1.02519
1.02534	512	352	1.02526
1.02588	512	353	1.02533
1.02588	512	354	1.0254
1.02588	512	355	1.02548
1.02588	512	356	1.02555
1.02588	512	357	1.02562
1.02588	512	358	1.02569
1.02588	512	359	1.02576
1.02624	512	360	1.02583
1.02624	512	361	1.02591
1.02624	512	362	1.02598
1.02624	512	363	1.02605
1.02624	512	364	1.02612
1.02634	512	365	1.02619
1.02634	512	366	1.02626
1.02688	512	367	1.02634
1.02688	512	368	1.02641
1.02688	512	369	1.02648
1.02688	512	370	1.02655
1.02688	512	371	1.02662
1.02688	512	372	1.0267
1.02688	512	373	1.02677
1.02724	512	374	1.02684
1.02724	512	375	1.02691
1.02724	512	376	1.02698
1.02724	512	377	1.02705
1.02724	512	378	1.02713
1.02734	512	379	1.0272
1.02734	512	380	1.02727
1.02788	512	381	1.02734
1.02788	512	382	1.02741
1.02788	512	383	1.02748
1.02788	512	384	1.02756
1.02788	512	385	1.02763
1.02788	512	386	1.0277
1.02788	512	387	1.02777
1.02824	512	388	1.02784
1.02824	512	389	1.02792
1.02824	512	390	1.02799
1.02824	512	391	1.02806
1.02824	512	392	1.02813
1.02834	512	393	1.0282
1.02834	512	394	1.02827
1.02888	512	395	1.02835
1.02888	512	396	1.02842
1.02888	512	397	1.02849
1.02888	512	398	1.02856
1.02888	512	399	1.02863
1.02888	512	400	1.0287
1.02888	512	401	1.02878
1.02924	512	402	1.02885
1.02924	512	403	1.02892
1.02924	512	404	1.02899
1.02924	512	405	1.02906
1.02924	512	406	1.02914
1.02934	512	407	1.02921
1.02934	512	408	1.02928
1.02988	512	409	1.02935
1.02988	512	410	1.02942
1.02988	512	411	1.02949
1.02988	512	412	1.02957
1.02988	512	413	1.02964
1.02988	512	414	1.02971
1.02988	512	415	1.02978
1.03024	512	416	1.02985
1.03024	512	417	1.02992
1.03024	512	418	1.03
1.03024	512	419	1.03007
1.03024	512	420	1.03014
1.03034	512	421	1.03021
1.03034	512	422	1.03028
1.03088	512	423	1.03036
1.03088	512	424	1.03043
1.03088	512	425	1.0305
1.03088	512	426	1.03057
1.03088	512	427	1.03064
1.03088	512	428	1.03071
1.03088	512	429	1.03079
1.03124	512	430	1.03086
1.03124	512	431	1.03093
1.03124	512	432	1.031
1.03124	512	433	1.03107
1.03124	512	434	1.03114
1.03134	512	435	1.03122
1.03134	512	436	1.03129
1.03188	512	437	1.03136
1.03188	512	438	1.03143
1.03188	512	439	1.0315
1.03188	512	440	1.03158
1.03188	512	441	1.03165
1.03188	512	442	1.03172
1.03188	512	443	1.03179
1.03224	512	444	1.03186
1.03224	512	445	1.03193
1.03224	512	446	1.03201
1.03224	512	447	1.03208
1.03224	512	448	1.03215
1.03234	512	449	1.03222
1.03234	512	450	1.03229
1.03288	512	451	1.03236
1.03288	512	452	1.03244
1.03288	512	453	1.03251
1.03288	512	454	1.03258
1.03288	512	455	1.03265
1.03288	512	456	1.03272
1.03288	512	457	1.0328
1.03324	512	458	1.03287
1.03324	512	459	1.03294
1.03324	512	460	1.03301
1.03324	512	461	1.03308
1.03324	512	462	1.03315
1.03334	512	463	1.03323
1.03334	512	464	1.0333
1.03388	512	465	1.03337
1.03388	512	466	1.03344
1.03388	512	467	1.03351
1.03388	512	468	1.03358
1.03388	512	469	1.03366
1.03388	512	470	1.03373
