Tx	0.298702	512
Tx	0.298743	512
Tx	0.298784	512
Tx	0.298825	512
Tx	0.298865	512
Tx	0.298906	512
Tx	0.298947	512
Tx	0.298988	512
Tx	0.299029	512
Tx	0.29907	512
Tx	0.299111	512
Tx	0.299152	512
Tx	0.299193	512
Tx	0.299234	512
Tx	0.299275	512
Tx	0.299316	512
Tx	0.299357	512
Tx	0.299398	512
Tx	0.299439	512
Tx	0.29948	512
Tx	0.299521	512
Tx	0.299562	512
Tx	0.299603	512
Tx	0.299644	512
Tx	0.299685	512
Tx	0.299726	512
Tx	0.299767	512
Tx	0.299808	512
Tx	0.299849	512
Tx	0.299889	512
Tx	0.29993	512
Tx	0.299971	512
Tx	0.300012	512
Tx	0.300053	512
Tx	0.300094	512
Tx	0.300135	512
Tx	0.300176	512
Tx	0.300217	512
Tx	0.300258	512
Tx	0.300299	512
Tx	0.30034	512
Tx	0.300381	512
Tx	0.300422	512
Tx	0.300463	512
Tx	0.300504	512
Tx	0.300545	512
Tx	0.300586	512
Tx	0.300627	512
Tx	0.300668	512
Tx	0.300709	512
Tx	0.30075	512
Tx	0.300791	512
Tx	0.300832	512
Tx	0.300872	512
Tx	0.300913	512
Tx	0.300954	512
Tx	0.300995	512
Tx	0.301036	512
Tx	0.301077	512
Tx	0.301118	512
Tx	0.301159	512
Tx	0.3012	512
Tx	0.301241	512
Tx	0.301282	512
Tx	0.301323	512
Tx	0.301364	512
Tx	0.301405	512
Tx	0.301446	512
Tx	0.301487	512
Tx	0.301528	512
Tx	0.301569	512
Tx	0.30161	512
Tx	0.301651	512
Tx	0.301692	512
Tx	0.301733	512
Tx	0.301774	512
Tx	0.301815	512
Tx	0.301856	512
Tx	0.301896	512
Tx	0.301937	512
Tx	0.301978	512
Tx	0.302019	512
Tx	0.30206	512
Tx	0.302101	512
Tx	0.302142	512
Tx	0.302183	512
Tx	0.302224	512
Tx	0.302265	512
Tx	0.302306	512
Tx	0.302347	512
Tx	0.302388	512
Tx	0.302429	512
Tx	0.30247	512
Tx	0.302511	512
Tx	0.302552	512
Tx	0.302593	512
Tx	0.302634	512
Tx	0.302675	512
Tx	0.302716	512
Tx	0.302757	512
Tx	0.302798	512
Tx	0.302839	512
Tx	0.302879	512
Tx	0.30292	512
Tx	0.302961	512
Tx	0.303002	512
Tx	0.303043	512
Tx	0.303084	512
Tx	0.303125	512
Tx	0.303166	512
Tx	0.303207	512
Tx	0.303248	512
Tx	0.303289	512
Tx	0.30333	512
Tx	0.303371	512
Tx	0.303412	512
Tx	0.303453	512
Tx	0.303494	512
Tx	0.303535	512
Tx	0.303576	512
Tx	0.303617	512
Tx	0.303658	512
Tx	0.303699	512
Tx	0.30374	512
Tx	0.303781	512
Tx	0.303822	512
Tx	0.303862	512
Tx	0.303903	512
Tx	0.303944	512
Tx	0.303985	512
Tx	0.304026	512
Tx	0.304067	512
Tx	0.304108	512
Tx	0.304149	512
Tx	0.30419	512
Tx	0.304231	512
Tx	0.304272	512
Tx	0.304313	512
Tx	0.304354	512
Tx	0.304395	512
Tx	0.304436	512
Tx	0.304477	512
Tx	0.304518	512
Tx	0.304559	512
Tx	0.3046	512
Tx	0.304641	512
Tx	0.304682	512
Tx	0.304723	512
Tx	0.304764	512
Tx	0.304805	512
Tx	0.304846	512
Tx	0.304886	512
Tx	0.304927	512
Tx	0.304968	512
Tx	0.305009	512
Tx	0.30505	512
Tx	0.305091	512
Tx	0.305132	512
Tx	0.305173	512
Tx	0.305214	512
Tx	0.305255	512
Tx	0.305296	512
Tx	0.305337	512
Tx	0.305378	512
Tx	0.305419	512
Tx	0.30546	512
Tx	0.305501	512
Tx	0.305542	512
Tx	0.305583	512
Tx	0.305624	512
Tx	0.305665	512
Tx	0.305706	512
Tx	0.305747	512
Tx	0.305788	512
Tx	0.305829	512
Tx	0.305869	512
Tx	0.30591	512
Tx	0.305951	512
Tx	0.305992	512
Tx	0.306033	512
Tx	0.306074	512
Tx	0.306115	512
Tx	0.306156	512
Tx	0.306197	512
Tx	0.306238	512
Tx	0.306279	512
Tx	0.30632	512
Tx	0.306361	512
Tx	0.306402	512
Tx	0.306443	512
Tx	0.306484	512
Tx	0.306525	512
Tx	0.306566	512
Tx	0.306607	512
Tx	0.306648	512
Tx	0.306689	512
Tx	0.30673	512
Tx	0.306771	512
Tx	0.306812	512
Tx	0.306853	512
Tx	0.306893	512
Tx	0.306934	512
Tx	0.306975	512
Tx	0.307016	512
Tx	0.307057	512
Tx	0.307098	512
Tx	0.307139	512
Tx	0.30718	512
Tx	0.307221	512
Tx	0.307262	512
Tx	0.307303	512
Tx	0.307344	512
Tx	0.307385	512
Tx	0.307426	512
Tx	0.307467	512
Tx	0.307508	512
Tx	0.307549	512
Tx	0.30759	512
Tx	0.307631	512
Tx	0.307672	512
Tx	0.307713	512
Tx	0.307754	512
Tx	0.307795	512
Tx	0.307836	512
Tx	0.307876	512
Tx	0.307917	512
Tx	0.307958	512
Tx	0.307999	512
Tx	0.30804	512
Tx	0.308081	512
Tx	0.308122	512
Tx	0.308163	512
Tx	0.308204	512
Tx	0.308245	512
Tx	0.308286	512
Tx	0.308327	512
Tx	0.308368	512
Tx	0.308409	512
Tx	0.30845	512
Tx	0.308491	512
Tx	0.308532	512
Tx	0.308573	512
Tx	0.308614	512
Tx	0.308655	512
Tx	0.308696	512
Tx	0.308737	512
Tx	0.308778	512
Tx	0.308819	512
Tx	0.308859	512
Tx	0.3089	512
Tx	0.308941	512
Tx	0.308982	512
Tx	0.309023	512
Tx	0.309064	512
Tx	0.309105	512
Tx	0.309146	512
Tx	0.309187	512
Tx	0.309228	512
Tx	0.309269	512
Tx	0.30931	512
Tx	0.309351	512
Tx	0.309392	512
Tx	0.309433	512
Tx	0.309474	512
Tx	0.309515	512
Tx	0.309556	512
Tx	0.309597	512
Tx	0.309638	512
Tx	0.309679	512
Tx	0.30972	512
Tx	0.309761	512
Tx	0.309802	512
Tx	0.309843	512
Tx	0.309883	512
Tx	0.309924	512
Tx	0.309965	512
Tx	0.310006	512
Tx	0.310047	512
Tx	0.310088	512
Tx	0.310129	512
Tx	0.31017	512
Tx	0.310211	512
Tx	0.310252	512
Tx	0.310293	512
Tx	0.310334	512
Tx	0.310375	512
Tx	0.310416	512
Tx	0.310457	512
Tx	0.310498	512
Tx	0.310539	512
Tx	0.31058	512
Tx	0.310621	512
Tx	0.310662	512
Tx	0.310703	512
Tx	0.310744	512
Tx	0.310785	512
Tx	0.310826	512
Tx	0.310866	512
Tx	0.310907	512
Tx	0.310948	512
Tx	0.310989	512
Tx	0.31103	512
Tx	0.311071	512
Tx	0.311112	512
Tx	0.311153	512
Tx	0.311194	512
Tx	0.311235	512
Tx	0.311276	512
Tx	0.311317	512
Tx	0.311358	512
Tx	0.311399	512
Tx	0.31144	512
Tx	0.311481	512
Tx	0.311522	512
Tx	0.311563	512
Tx	0.311604	512
Tx	0.311645	512
Tx	0.311686	512
Tx	0.311727	512
Tx	0.311768	512
Tx	0.311809	512
Tx	0.31185	512
Tx	0.31189	512
Tx	0.311931	512
Tx	0.311972	512
Tx	0.312013	512
Tx	0.312054	512
Tx	0.312095	512
Tx	0.312136	512
Tx	0.312177	512
Tx	0.312218	512
Tx	0.312259	512
Tx	0.3123	512
Tx	0.312341	512
Tx	0.312382	512
Tx	0.312423	512
Tx	0.312464	512
Tx	0.312505	512
Tx	0.312546	512
Tx	0.312587	512
Tx	0.312628	512
Tx	0.312669	512
Tx	0.31271	512
Tx	0.312751	512
Tx	0.312792	512
Tx	0.312833	512
Tx	0.312873	512
Tx	0.312914	512
Tx	0.312955	512
Tx	0.312996	512
Tx	0.313037	512
Tx	0.313078	512
Tx	0.313119	512
Tx	0.31316	512
Tx	0.313201	512
Tx	0.313242	512
Tx	0.313283	512
Tx	0.313324	512
Tx	0.313365	512
Tx	0.313406	512
Tx	0.313447	512
Tx	0.313488	512
Tx	0.313529	512
Tx	0.31357	512
Tx	0.313611	512
Tx	0.313652	512
Tx	0.313693	512
Tx	0.313734	512
