0.0295785	3	-20.6748	9	10336	28
0.029641	3	-20.6748	2	1632	28
0.0305784	3	-20.6748	9	11424	28
0.0306409	3	-18.5284	2	1632	28
0.0315873	3	-18.5284	10	11968	28
0.0316408	3	-18.5284	2	1632	28
0.0325783	3	-18.5147	9	11424	28
0.0326408	3	-18.5147	2	1632	28
0.0335871	3	-18.5147	10	11968	28
0.0336407	3	-18.047	2	1632	28
0.0345781	3	-18.047	9	11424	28
0.0346406	3	-18.047	2	1632	28
0.0355781	3	-15.349	9	11424	28
0.0356406	3	-15.349	2	2176	28
0.036578	3	-15.349	9	11424	28
0.0366405	3	-21.5941	2	1632	28
0.037578	3	-21.5941	9	11424	28
0.0376404	3	-21.5941	2	1632	28
0.0385868	3	-16.0793	10	11968	28
0.0386404	3	-16.0793	2	1632	28
0.0395778	3	-16.0793	9	11424	28
0.0396403	3	-18.3643	2	1632	28
0.0405867	3	-18.3643	10	11968	28
0.0406403	3	-18.3643	2	1632	28
0.0415777	3	-19.6545	9	11424	28
0.0416402	3	-19.6545	2	1632	28
0.0425776	3	-19.6545	9	11424	28
0.0426401	3	-17.8669	2	1632	28
0.0435865	3	-17.8669	10	11968	28
0.0436401	3	-17.8669	2	1632	28
0.0445775	3	-21.3601	9	11424	28
0.04464	3	-21.3601	2	1632	28
0.0455864	3	-21.3601	10	11968	28
0.0456399	3	-19.4052	2	1632	28
0.0465774	3	-19.4052	9	11424	28
0.0466399	3	-19.4052	2	1632	28
0.0475773	3	-17.0255	9	11424	28
0.0476398	3	-17.0255	2	1632	28
0.0485862	3	-17.0255	10	11968	28
0.0486397	3	-16.9734	2	1632	28
0.0495772	3	-16.9734	9	11424	28
0.0496397	3	-16.9734	2	1632	28
0.050586	3	-21.3288	10	11968	28
0.0506396	3	-21.3288	2	1632	28
0.0515771	3	-21.3288	9	11424	28
0.0516396	3	-19.1603	2	1632	28
0.052577	3	-19.1603	9	11424	28
0.0526395	3	-19.1603	2	2176	28
0.0535769	3	-19.5183	9	11424	28
0.0536394	3	-19.5183	2	1632	28
0.0545769	3	-19.5183	9	11424	28
0.0546394	3	-19.1392	2	1632	28
0.0555857	3	-19.1392	10	11968	28
0.0556393	3	-19.1392	2	1632	28
0.0565767	3	-18.5614	9	11424	28
0.0566392	3	-18.5614	2	1632	28
0.0575856	3	-18.5614	10	11968	28
0.0576392	3	-18.3221	2	1632	28
0.0585766	3	-18.3221	9	11424	28
0.0586391	3	-18.3221	2	1632	28
0.0595765	3	-14.1394	9	11424	28
0.059639	3	-14.1394	2	1632	28
0.0605854	3	-14.1394	10	11968	28
0.060639	3	-21.5956	2	1632	28
0.0615764	3	-21.5956	9	11424	28
0.0616389	3	-21.5956	2	1632	28
0.0625853	3	-17.4232	10	11968	28
0.0626388	3	-17.4232	2	1632	28
0.0635763	3	-17.4232	9	11424	28
0.0636388	3	-15.4705	2	1632	28
0.0645762	3	-15.4705	9	11424	28
0.0646387	3	-15.4705	2	1632	28
0.0655851	3	-21.5951	10	11968	28
0.0656387	3	-21.5951	2	1632	28
0.0665761	3	-21.5951	9	11424	28
0.0666386	3	-14.8943	2	1632	28
0.067585	3	-14.8943	10	11968	28
0.0676385	3	-14.8943	2	1632	28
0.068576	3	-21.663	9	11424	28
0.0686385	3	-21.663	2	1632	28
0.0695759	3	-21.663	9	11424	28
0.0696384	3	-20.9872	2	2176	28
0.0705758	3	-20.9872	9	11424	28
0.0706383	3	-20.9872	2	1632	28
0.0715758	3	-16.2269	9	11424	28
0.0716383	3	-16.2269	2	1632	28
0.0725846	3	-16.2269	10	11968	28
0.0726382	3	-15.4929	2	1632	28
0.0735756	3	-15.4929	9	11424	28
0.0736381	3	-15.4929	2	1632	28
0.0745845	3	-21.149	10	11968	28
0.0746381	3	-21.149	2	1632	28
0.0755755	3	-21.149	9	11424	28
0.075638	3	-20.1641	2	1632	28
0.0765755	3	-20.1641	9	11424	28
0.076638	3	-20.1641	2	1632	28
0.0775843	3	-18.1685	10	11968	28
0.0776379	3	-18.1685	2	1632	28
0.0785753	3	-18.1685	9	11424	28
0.0786378	3	-24.6829	2	1632	28
0.0795842	3	-24.6829	10	11968	28
0.0796378	3	-24.6829	2	1632	28
0.0805752	3	-20.0786	9	11424	28
0.0806377	3	-20.0786	2	1632	28
0.0815751	3	-20.0786	9	11424	28
0.0816376	3	-17.9522	2	2176	28
0.0825751	3	-17.9522	9	11424	28
0.0826376	3	-17.9522	2	1632	28
0.083575	3	-19.3345	9	11424	28
0.0836375	3	-19.3345	2	1632	28
0.0845839	3	-19.3345	10	11968	28
0.0846374	3	-17.9745	2	1632	28
0.0855749	3	-17.9745	9	11424	28
0.0856374	3	-17.9745	2	1632	28
0.0865837	3	-15.5238	10	11968	28
0.0866373	3	-15.5238	2	1632	28
0.0875748	3	-15.5238	9	11424	28
0.0876372	3	-22.8805	2	1632	28
0.0885747	3	-22.8805	9	11424	28
0.0886372	3	-22.8805	2	1632	28
0.0895836	3	-22.0518	10	11968	28
0.0896371	3	-22.0518	2	1632	28
0.0905746	3	-22.0518	9	11424	28
0.0906371	3	-16.3272	2	1632	28
0.0915834	3	-16.3272	10	11968	28
0.091637	3	-16.3272	2	1632	28
0.0925744	3	-19.4959	9	11424	28
0.0926369	3	-19.4959	2	1632	28
0.0935744	3	-19.4959	9	11424	28
0.0936369	3	-18.9601	2	1632	28
0.0945832	3	-18.9601	10	11968	28
0.0946368	3	-18.9601	2	1632	28
0.0955742	3	-22.1508	9	11424	28
0.0956367	3	-22.1508	2	1632	28
0.0965831	3	-22.1508	10	11968	28
0.0966367	3	-19.2843	2	1632	28
0.0975741	3	-19.2843	9	11424	28
0.0976366	3	-19.2843	2	1632	28
0.098574	3	-16.3328	9	11424	28
0.0986365	3	-16.3328	2	2176	28
0.099574	3	-16.3328	9	11424	28
0.0996365	3	-20.5748	2	1632	28
0.100574	3	-20.5748	9	11424	28
0.100636	3	-20.5748	2	1632	28
0.101583	3	-16.8801	10	11968	28
0.101636	3	-16.8801	2	1632	28
0.102574	3	-16.8801	9	11424	28
0.102636	3	-22.0074	2	1632	28
0.103583	3	-22.0074	10	11968	28
0.103636	3	-22.0074	2	1632	28
0.104574	3	-19.7401	9	11424	28
0.104636	3	-19.7401	2	1632	28
0.105574	3	-19.7401	9	11424	28
0.105636	3	-15.6631	2	1632	28
0.106582	3	-15.6631	10	11968	28
0.106636	3	-15.6631	2	1632	28
0.107573	3	-21.1707	9	11424	28
0.107636	3	-21.1707	2	1632	28
0.108582	3	-21.1707	10	11968	28
0.108636	3	-21.3169	2	1632	28
0.109573	3	-21.3169	9	11424	28
0.109636	3	-21.3169	2	1632	28
0.110573	3	-21.3254	9	11424	28
0.110636	3	-21.3254	2	1632	28
0.111582	3	-21.3254	10	11968	28
0.111636	3	-15.9433	2	1632	28
0.112573	3	-15.9433	9	11424	28
0.112636	3	-15.9433	2	1632	28
0.113582	3	-19.186	10	11968	28
0.113636	3	-19.186	2	1632	28
0.114573	3	-19.186	9	11424	28
0.114636	3	-20.1602	2	1632	28
0.115573	3	-20.1602	9	11424	28
0.115635	3	-20.1602	2	2176	28
0.116573	3	-20.3874	9	11424	28
0.116635	3	-20.3874	2	1632	28
0.117573	3	-20.3874	9	11424	28
0.117635	3	-16.7252	2	1632	28
0.118582	3	-16.7252	10	11968	28
0.118635	3	-16.7252	2	1632	28
0.119573	3	-17.3627	9	11424	28
0.119635	3	-17.3627	2	1632	28
0.120582	3	-17.3627	10	11968	28
0.120635	3	-22.4636	2	1632	28
0.121573	3	-22.4636	9	11424	28
0.121635	3	-22.4636	2	1632	28
0.122573	3	-17.0186	9	11424	28
0.122635	3	-17.0186	2	1632	28
0.123581	3	-17.0186	10	11968	28
0.123635	3	-15.4743	2	1632	28
0.124572	3	-15.4743	9	11424	28
0.124635	3	-15.4743	2	1632	28
0.125581	3	-18.6677	10	11968	28
0.125635	3	-18.6677	2	1632	28
0.126572	3	-18.6677	9	11424	28
0.126635	3	-21.8521	2	1632	28
0.127572	3	-21.8521	9	11424	28
0.127635	3	-21.8521	2	2176	28
0.128572	3	-20.4491	9	11424	28
0.128635	3	-20.4491	2	1632	28
0.129501	3	-20.4491	1	1088	28
0.187631	3	-21.0321	2	2176	28
0.188568	3	-21.0321	9	11424	28
0.188631	3	-21.0321	2	1632	28
0.189568	3	-22.5068	9	11424	28
0.189631	3	-22.5068	2	1632	28
0.190577	3	-22.5068	10	11968	28
0.190631	3	-23.3097	2	1632	28
0.191568	3	-23.3097	9	11424	28
0.191631	3	-23.3097	2	1632	28
0.192577	3	-19.4037	10	11968	28
0.192631	3	-19.4037	2	1632	28
0.193568	3	-19.4037	9	11424	28
0.19363	3	-18.439	2	1632	28
0.194568	3	-18.439	9	11424	28
0.19463	3	-18.439	2	1632	28
0.195577	3	-16.638	10	11968	28
0.19563	3	-16.638	2	1632	28
0.196568	3	-16.638	9	11424	28
0.19663	3	-18.8528	2	1632	28
0.197577	3	-18.8528	10	11968	28
0.19763	3	-18.8528	2	1632	28
0.198568	3	-21.1041	9	11424	28
0.19863	3	-21.1041	2	1632	28
0.199568	3	-21.1041	9	11424	28
0.19963	3	-24.0947	2	1632	28
0.200576	3	-24.0947	10	11968	28
0.20063	3	-24.0947	2	1632	28
0.201567	3	-21.4701	9	11424	28
0.20163	3	-21.4701	2	1632	28
0.202576	3	-21.4701	10	11968	28
0.20263	3	-23.4561	2	1632	28
0.203567	3	-23.4561	9	11424	28
0.20363	3	-23.4561	2	1632	28
0.204567	3	-22.5071	9	11424	28
0.20463	3	-22.5071	2	2176	28
0.205567	3	-22.5071	9	11424	28
0.20563	3	-19.9385	2	1632	28
0.206567	3	-19.9385	9	11424	28
0.20663	3	-19.9385	2	1632	28
0.207576	3	-19.1491	10	11968	28
0.20763	3	-19.1491	2	1632	28
0.208567	3	-19.1491	9	11424	28
0.20863	3	-22.2349	2	1632	28
0.209576	3	-22.2349	10	11968	28
0.209629	3	-22.2349	2	1632	28
0.210567	3	-19.4391	9	11424	28
0.210629	3	-19.4391	2	1632	28
0.211567	3	-19.4391	9	11424	28
0.211629	3	-20.7164	2	1632	28
0.212576	3	-20.7164	10	11968	28
0.212629	3	-20.7164	2	1632	28
0.213567	3	-16.1811	9	11424	28
0.213629	3	-16.1811	2	1632	28
0.214576	3	-16.1811	10	11968	28
0.214629	3	-17.5676	2	1632	28
0.215567	3	-17.5676	9	11424	28
0.215629	3	-17.5676	2	1632	28
0.216566	3	-14.8188	9	11424	28
0.216629	3	-14.8188	2	1632	28
0.217575	3	-14.8188	10	11968	28
0.217629	3	-22.5352	2	1632	28
0.218566	3	-22.5352	9	11424	28
0.218629	3	-22.5352	2	1632	28
0.219575	3	-13.3673	10	11968	28
0.219629	3	-13.3673	2	1632	28
0.220566	3	-13.3673	9	11424	28
0.220629	3	-18.5468	2	1632	28
0.221575	3	-18.5468	10	11968	28
0.221629	3	-18.5468	2	1632	28
0.222566	3	-19.3905	9	11424	28
0.222629	3	-19.3905	2	1632	28
0.223566	3	-19.3905	9	11424	28
0.223629	3	-22.0601	2	1632	28
0.224575	3	-22.0601	10	11968	28
0.224628	3	-22.0601	2	1632	28
0.225566	3	-25.007	9	11424	28
0.225628	3	-25.007	2	1632	28
0.226575	3	-25.007	10	11968	28
0.226628	3	-16.5126	2	1632	28
0.227566	3	-16.5126	9	11424	28
0.227628	3	-16.5126	2	1632	28
0.228566	3	-16.0721	9	11424	28
0.228628	3	-16.0721	2	1632	28
0.229575	3	-16.0721	10	11968	28
0.229628	3	-15.3106	2	1632	28
0.230566	3	-15.3106	9	11424	28
0.230628	3	-15.3106	2	1632	28
0.231574	3	-22.1665	10	11968	28
0.231628	3	-22.1665	2	1632	28
0.232565	3	-22.1665	9	11424	28
0.232628	3	-15.2191	2	1632	28
0.233565	3	-15.2191	9	11424	28
0.233628	3	-15.2191	2	2176	28
0.234565	3	-19.8651	9	11424	28
0.234628	3	-19.8651	2	1632	28
0.235565	3	-19.8651	9	11424	28
0.235628	3	-24.0167	2	1632	28
0.236574	3	-24.0167	10	11968	28
0.236628	3	-24.0167	2	1632	28
0.237565	3	-15.9855	9	11424	28
0.237628	3	-15.9855	2	1632	28
0.238574	3	-15.9855	10	11968	28
0.238628	3	-14.2375	2	1632	28
0.239565	3	-14.2375	9	11424	28
0.239628	3	-14.2375	2	1632	28
0.240565	3	-19.8152	9	11424	28
0.240627	3	-19.8152	2	1632	28
0.241574	3	-19.8152	10	11968	28
0.241627	3	-19.3797	2	1632	28
0.242565	3	-19.3797	9	11424	28
0.242627	3	-19.3797	2	1632	28
0.243574	3	-20.0864	10	11968	28
0.243627	3	-20.0864	2	1632	28
0.244565	3	-20.0864	9	11424	28
0.244627	3	-17.1099	2	1632	28
0.245565	3	-17.1099	9	11424	28
0.245627	3	-17.1099	2	1632	28
0.246574	3	-19.9911	10	11968	28
0.246627	3	-19.9911	2	1632	28
0.247565	3	-19.9911	9	11424	28
0.247627	3	-15.0802	2	1632	28
0.248573	3	-15.0802	10	11968	28
0.248627	3	-15.0802	2	1632	28
0.249564	3	-13.8916	9	11424	28
0.249627	3	-13.8916	2	1632	28
0.250564	3	-13.8916	9	11424	28
0.250627	3	-21.7723	2	2176	28
0.251564	3	-21.7723	9	11424	28
0.251627	3	-21.7723	2	1632	28
0.252564	3	-21.6031	9	11424	28
0.252627	3	-21.6031	2	1632	28
0.253573	3	-21.6031	10	11968	28
0.253627	3	-20.051	2	1632	28
0.254564	3	-20.051	9	11424	28
0.254627	3	-20.051	2	1632	28
0.255573	3	-18.4834	10	11968	28
0.255626	3	-18.4834	2	1632	28
0.256564	3	-18.4834	9	11424	28
0.256626	3	-16.6736	2	1632	28
0.257564	3	-16.6736	9	11424	28
0.257626	3	-16.6736	2	1632	28
0.258573	3	-20.2405	10	11968	28
0.258626	3	-20.2405	2	1632	28
0.259564	3	-20.2405	9	11424	28
0.259626	3	-18.6246	2	1632	28
0.260573	3	-18.6246	10	11968	28
0.260626	3	-18.6246	2	1632	28
0.261564	3	-14.5442	9	11424	28
0.261626	3	-14.5442	2	1632	28
0.262564	3	-14.5442	9	11424	28
